Site_ID,Site_Name,Latitude,Longitude,Year,Month
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2018,1
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2018,2
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2018,3
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2018,4
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2018,5
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2018,6
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2018,7
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2018,8
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2018,9
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2018,10
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2018,11
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2018,12
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2019,1
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2019,2
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2019,3
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2019,4
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2019,5
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2019,6
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2019,7
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2019,8
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2019,9
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2019,10
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2019,11
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2019,12
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2020,1
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2020,2
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2020,3
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2020,4
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2020,5
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2020,6
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2020,7
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2020,8
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2020,9
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2020,10
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2020,11
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2020,12
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2021,1
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2021,2
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2021,3
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2021,4
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2021,5
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2021,6
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2021,7
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2021,8
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2021,9
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2021,10
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2023,1
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2023,2
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2023,3
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2023,4
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2023,5
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2023,6
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2023,7
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2023,8
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2023,9
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2023,10
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2023,11
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2023,12
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2024,1
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2024,2
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2024,3
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2024,4
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2024,5
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2024,6
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2024,7
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2024,8
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2024,9
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2024,10
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2024,11
2574,"Berkeley Park and Coventry, Kensington, CA, USA",37.900738,-122.28613,2024,12
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159000000002,2018,11
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159000000002,2019,9
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159000000002,2021,10
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159000000002,2024,12
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2018,1
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2018,2
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2018,3
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2018,4
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2018,5
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2018,6
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2018,7
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2018,8
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2018,9
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2018,10
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2018,11
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2018,12
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2019,1
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2019,2
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2019,3
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2019,4
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2019,5
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2019,6
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2019,7
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2019,8
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2019,9
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2019,10
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2019,11
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2019,12
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2020,1
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2020,2
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2020,3
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2020,4
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2020,5
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2020,6
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2020,7
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2020,8
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2020,9
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2020,10
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2020,11
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2020,12
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2021,1
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2021,2
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2021,3
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2021,4
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2021,5
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2021,6
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2021,7
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2021,8
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2021,9
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2021,10
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2021,11
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2021,12
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2022,1
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2022,2
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2022,3
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2022,4
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2022,5
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2022,6
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2022,7
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2022,8
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2022,9
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2022,10
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2022,11
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2022,12
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2023,1
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2023,2
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2023,3
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2023,4
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2023,5
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2023,6
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2023,7
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2023,8
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2023,9
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2023,10
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2023,11
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2023,12
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2024,1
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2024,2
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2024,3
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2024,4
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2024,5
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2024,6
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2024,7
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2024,8
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2024,9
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2024,10
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2024,11
3082,El Cerrito - Rust - Ohlone Greenway,37.90647,-122.30159,2024,12
3900,Golden Gate Heights,37.75213,-122.465576,2018,1
3900,Golden Gate Heights,37.75213,-122.465576,2018,2
3900,Golden Gate Heights,37.75213,-122.465576,2018,3
3900,Golden Gate Heights,37.75213,-122.465576,2018,4
3900,Golden Gate Heights,37.75213,-122.465576,2018,5
3900,Golden Gate Heights,37.75213,-122.465576,2018,6
3900,Golden Gate Heights,37.75213,-122.465576,2018,7
3900,Golden Gate Heights,37.75213,-122.465576,2018,8
3900,Golden Gate Heights,37.75213,-122.465576,2018,9
3900,Golden Gate Heights,37.75213,-122.465576,2018,10
3900,Golden Gate Heights,37.75213,-122.465576,2018,11
3900,Golden Gate Heights,37.75213,-122.465576,2018,12
3900,Golden Gate Heights,37.75213,-122.465576,2019,1
